 ORDEM 3.2.0 -  ORDEM Spacecraft Mode
 Debris Flux (#/m^2/yr/deg)
  Year: 2023  Perigee Altitude =    900.000  Apogee Altitude =   900.000  inc =   89.00
 *
 *
 *
 *
 *
 *
 *
  Az 1    Az 2    >10um      >100um     >1mm       >1cm       >10cm      >1m
 ------  ------   --------   --------   --------   --------   --------   --------  
   Min.:          2.25E-02   2.14E-04   1.27E-07   2.82E-11   3.90E-13   1.53E-13
   Max.:          3.25E+02   6.38E+00   3.08E-02   1.86E-06   7.23E-08   1.45E-08
 ------  ------   --------   --------   --------   --------   --------   --------  
    60      61    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    61      62    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    62      63    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    63      64    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    64      65    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    65      66    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    66      67    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    67      68    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    68      69    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    69      70    7.68E+01   1.65E+00   4.80E-03   4.48E-07   1.52E-08   3.10E-09
    70      71    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    71      72    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    72      73    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    73      74    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    74      75    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    75      76    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    76      77    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    77      78    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    78      79    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    79      80    7.32E+01   1.51E+00   4.43E-03   5.03E-07   1.60E-08   3.13E-09
    80      81    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    81      82    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    82      83    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    83      84    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    84      85    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    85      86    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    86      87    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    87      88    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    88      89    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    89      90    3.80E+01   6.66E-01   2.82E-03   1.72E-07   8.02E-09   1.52E-09
    90      91    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    91      92    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    92      93    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    93      94    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    94      95    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    95      96    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    96      97    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    97      98    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    98      99    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
    99     100    2.95E+00   1.53E-02   6.22E-05   9.61E-09   1.47E-10   1.21E-11
   100     101    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   101     102    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   102     103    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   103     104    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   104     105    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   105     106    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   106     107    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   107     108    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   108     109    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   109     110    5.34E-01   3.64E-03   1.30E-05   3.44E-09   4.28E-11   4.17E-12
   110     111    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   111     112    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   112     113    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   113     114    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   114     115    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   115     116    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   116     117    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   117     118    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   118     119    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   119     120    1.94E-01   1.33E-03   3.76E-06   7.45E-10   6.50E-12   7.67E-13
   120     121    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   121     122    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   122     123    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   123     124    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   124     125    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   125     126    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   126     127    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   127     128    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   128     129    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   129     130    1.38E-01   9.83E-04   1.79E-06   2.90E-10   3.55E-12   4.40E-13
   130     131    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   131     132    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   132     133    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   133     134    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   134     135    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   135     136    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   136     137    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   137     138    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   138     139    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   139     140    1.04E-01   9.57E-04   1.42E-06   1.47E-10   2.10E-12   2.83E-13
   140     141    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   141     142    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   142     143    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   143     144    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   144     145    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   145     146    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   146     147    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   147     148    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   148     149    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   149     150    5.66E-02   8.25E-04   9.55E-07   7.65E-11   1.28E-12   2.84E-13
   150     151    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   151     152    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   152     153    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   153     154    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   154     155    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   155     156    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   156     157    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   157     158    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   158     159    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   159     160    3.10E-02   3.47E-04   1.67E-07   4.44E-11   8.25E-13   2.03E-13
   160     161    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   161     162    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   162     163    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   163     164    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   164     165    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   165     166    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   166     167    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   167     168    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   168     169    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   169     170    2.48E-02   2.78E-04   1.62E-07   3.17E-11   9.56E-13   3.00E-13
   170     171    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   171     172    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   172     173    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   173     174    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   174     175    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   175     176    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   176     177    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   177     178    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   178     179    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
   179     180    2.25E-02   2.14E-04   1.27E-07   2.84E-11   3.90E-13   1.53E-13
