 ORDEM 3.2.0 -  ORDEM Spacecraft Mode
 Debris Flux (#/m^2/yr/deg)
  Year: 2024  Perigee Altitude =    550.000  Apogee Altitude =   550.000  inc =   89.00
 *
 *
 *
 *
 *
 *
 *
  Az 1    Az 2    >10um      >100um     >1mm       >1cm       >10cm      >1m
 ------  ------   --------   --------   --------   --------   --------   --------  
   Min.:          1.04E-02   6.10E-05   1.42E-07   9.58E-12   5.50E-13   1.68E-13
   Max.:          9.37E+01   4.09E-01   2.63E-03   5.17E-07   4.81E-08   1.78E-08
 ------  ------   --------   --------   --------   --------   --------   --------  
    84      85    1.08E+01   4.78E-02   2.99E-04   6.09E-08   5.07E-09   1.82E-09
    85      86    1.08E+01   4.78E-02   2.99E-04   6.09E-08   5.07E-09   1.82E-09
    86      87    1.08E+01   4.78E-02   2.99E-04   6.09E-08   5.07E-09   1.82E-09
    87      88    1.08E+01   4.78E-02   2.99E-04   6.09E-08   5.07E-09   1.82E-09
    88      89    1.08E+01   4.78E-02   2.99E-04   6.09E-08   5.07E-09   1.82E-09
    89      90    1.08E+01   4.78E-02   2.99E-04   6.09E-08   5.07E-09   1.82E-09
    90      91    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    91      92    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    92      93    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    93      94    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    94      95    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    95      96    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    96      97    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    97      98    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    98      99    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
    99     100    1.26E+00   3.63E-03   1.22E-05   7.93E-09   1.69E-10   3.72E-11
   100     101    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   101     102    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   102     103    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   103     104    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   104     105    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   105     106    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   106     107    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   107     108    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   108     109    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   109     110    2.78E-01   1.87E-03   4.42E-06   3.58E-09   5.91E-11   9.04E-12
   110     111    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   111     112    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   112     113    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   113     114    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   114     115    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   115     116    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   116     117    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   117     118    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   118     119    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   119     120    8.96E-02   7.22E-04   1.10E-06   5.15E-10   9.38E-12   2.61E-12
   120     121    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   121     122    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   122     123    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   123     124    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   124     125    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   125     126    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   126     127    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   127     128    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   128     129    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   129     130    6.27E-02   5.89E-04   8.33E-07   2.26E-10   3.94E-12   5.85E-13
   130     131    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   131     132    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   132     133    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   133     134    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   134     135    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   135     136    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   136     137    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   137     138    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   138     139    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   139     140    4.82E-02   5.63E-04   6.79E-07   1.16E-10   1.63E-12   1.87E-13
   140     141    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   141     142    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   142     143    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   143     144    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   144     145    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   145     146    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   146     147    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   147     148    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   148     149    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   149     150    2.84E-02   2.33E-04   2.35E-07   5.54E-11   1.06E-12   1.68E-13
   150     151    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   151     152    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   152     153    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   153     154    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   154     155    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   155     156    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   156     157    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   157     158    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   158     159    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   159     160    1.63E-02   6.14E-05   1.49E-07   2.82E-11   6.84E-13   1.91E-13
   160     161    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   161     162    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   162     163    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   163     164    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   164     165    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   165     166    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   166     167    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   167     168    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   168     169    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   169     170    1.25E-02   7.26E-05   2.26E-07   1.55E-11   1.14E-12   3.66E-13
   170     171    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   171     172    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   172     173    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   173     174    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   174     175    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   175     176    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   176     177    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   177     178    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   178     179    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
   179     180    1.04E-02   7.33E-05   1.42E-07   9.58E-12   5.51E-13   1.91E-13
